Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
50	Spectrogram 1	1	432.176226309	432.359630357	1799.908	2534.565	0.1834	734.657	-66.03	NOBO
51	Waveform 1	1	445.240956338	445.480179010	1689.710	2644.763	0.2392	955.053		NOBO
51	Spectrogram 1	1	445.240956338	445.480179010	1689.710	2644.763	0.2392	955.053	-69.36	NOBO
52	Waveform 1	1	446.110132047	446.325432453	1836.641	2497.832	0.2153	661.191		NOBO
52	Spectrogram 1	1	446.110132047	446.325432453	1836.641	2497.832	0.2153	661.191	-65.10	NOBO
53	Waveform 1	1	447.027152292	447.210556340	1836.641	2681.496	0.1834	844.855		NOBO
53	Spectrogram 1	1	447.027152292	447.210556340	1836.641	2681.496	0.1834	844.855	-63.97	NOBO
54	Waveform 1	1	447.792664843	447.968094803	1616.244	2571.297	0.1754	955.053		NOBO
54	Spectrogram 1	1	447.792664843	447.968094803	1616.244	2571.297	0.1754	955.053	-69.06	NOBO
55	Waveform 1	1	367.330827856	367.458413282	2791.694	3820.213	0.1276	1028.519		NOBO
55	Spectrogram 1	1	367.330827856	367.458413282	2791.694	3820.213	0.1276	1028.519	-66.41	NOBO
