Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
30	Waveform 1	1	85.277973113	85.567914999	1705.804	2930.484	0.2899	1224.680		NOBO
30	Spectrogram 1	1	85.277973113	85.567914999	1705.804	2930.484	0.2899	1224.680	-67.66	NOBO
31	Waveform 1	1	86.266411360	86.609069953	1793.281	2974.222	0.3427	1180.941		NOBO
31	Spectrogram 1	1	86.266411360	86.609069953	1793.281	2974.222	0.3427	1180.941	-68.39	NOBO
32	Waveform 1	1	87.281207961	87.610687376	1705.804	3061.699	0.3295	1355.895		NOBO
32	Spectrogram 1	1	87.281207961	87.610687376	1705.804	3061.699	0.3295	1355.895	-66.23	NOBO
33	Waveform 1	1	88.111496088	88.506871387	1749.543	3149.177	0.3954	1399.634		NOBO
33	Spectrogram 1	1	88.111496088	88.506871387	1749.543	3149.177	0.3954	1399.634	-68.49	NOBO
34	Waveform 1	1	89.073575982	89.376697044	1662.065	2974.222	0.3031	1312.157		NOBO
34	Spectrogram 1	1	89.073575982	89.376697044	1662.065	2974.222	0.3031	1312.157	-65.60	NOBO
35	Waveform 1	1	89.996118346	90.325597762	1618.327	3105.438	0.3295	1487.111		NOBO
35	Spectrogram 1	1	89.996118346	90.325597762	1618.327	3105.438	0.3295	1487.111	-64.95	NOBO
39	Waveform 1	1	97.213643736	97.516764798	1924.497	2974.222	0.3031	1049.726		NOBO
39	Spectrogram 1	1	97.213643736	97.516764798	1924.497	2974.222	0.3031	1049.726	-66.19	NOBO
40	Waveform 1	1	98.070290216	98.320694572	1837.020	2930.484	0.2504	1093.464		NOBO
40	Spectrogram 1	1	98.070290216	98.320694572	1837.020	2930.484	0.2504	1093.464	-66.88	NOBO
41	Waveform 1	1	98.834682461	99.058728464	1880.758	2843.007	0.2240	962.248		NOBO
41	Spectrogram 1	1	98.834682461	99.058728464	1880.758	2843.007	0.2240	962.248	-68.54	NOBO
42	Waveform 1	1	95.394917361	95.618963364	1924.497	2930.484	0.2240	1005.987		NOBO
42	Spectrogram 1	1	95.394917361	95.618963364	1924.497	2930.484	0.2240	1005.987	-70.96	NOBO
45	Waveform 1	1	130.317837142	130.568241498	1793.281	2318.144	0.2504	524.863		NOBO
45	Spectrogram 1	1	130.317837142	130.568241498	1793.281	2318.144	0.2504	524.863	-71.13	NOBO
48	Waveform 1	1	140.136323729	140.399907262	1793.281	2449.360	0.2636	656.078		NOBO
48	Spectrogram 1	1	140.136323729	140.399907262	1793.281	2449.360	0.2636	656.078	-71.23	NOBO
2	Waveform 1	1	21.053351765	21.220398708	1618.327	2230.667	0.1670	612.340		NOBOF
2	Spectrogram 1	1	21.053351765	21.220398708	1618.327	2230.667	0.1670	612.340	-72.16	NOBOF
3	Waveform 1	1	22.152344811	22.336975643	1399.634	2318.144	0.1846	918.510		NOBOF
3	Spectrogram 1	1	22.152344811	22.336975643	1399.634	2318.144	0.1846	918.510	-73.20	NOBOF
22	Waveform 1	1	75.233265648	75.523207533	1705.804	2930.484	0.2899	1224.680		NOBOF
22	Spectrogram 1	1	75.233265648	75.523207533	1705.804	2930.484	0.2899	1224.680	-73.62	NOBOF
26	Waveform 1	1	80.070023470	80.465398768	1355.895	2930.484	0.3954	1574.588		NOBOF
26	Spectrogram 1	1	80.070023470	80.465398768	1355.895	2930.484	0.3954	1574.588	-71.65	NOBOF
27	Waveform 1	1	81.295686896	81.625166312	1487.111	2755.530	0.3295	1268.418		NOBOF
27	Spectrogram 1	1	81.295686896	81.625166312	1487.111	2755.530	0.3295	1268.418	-69.95	NOBOF
28	Waveform 1	1	75.905403655	76.221703895	1268.418	2624.314	0.3163	1355.895		NOBOF
28	Spectrogram 1	1	75.905403655	76.221703895	1268.418	2624.314	0.3163	1355.895	-69.77	NOBOF
29	Waveform 1	1	84.197280630	84.566297575	1487.111	3061.699	0.3690	1574.588		NOBOF
29	Spectrogram 1	1	84.197280630	84.566297575	1487.111	3061.699	0.3690	1574.588	-72.18	NOBOF
36	Waveform 1	1	90.879123180	91.142706712	1793.281	2843.007	0.2636	1049.726		NOBOF
36	Spectrogram 1	1	90.879123180	91.142706712	1793.281	2843.007	0.2636	1049.726	-74.81	NOBOF
37	Waveform 1	1	91.775307190	92.025711546	1749.543	2843.007	0.2504	1093.464		NOBOF
37	Spectrogram 1	1	91.775307190	92.025711546	1749.543	2843.007	0.2504	1093.464	-72.00	NOBOF
38	Waveform 1	1	92.658312025	92.987791440	1705.804	2755.530	0.3295	1049.726		NOBOF
38	Spectrogram 1	1	92.658312025	92.987791440	1705.804	2755.530	0.3295	1049.726	-73.29	NOBOF
43	Waveform 1	1	121.138199466	121.388603822	1662.065	2493.098	0.2504	831.033		NOBOF
43	Spectrogram 1	1	121.138199466	121.388603822	1662.065	2493.098	0.2504	831.033	-74.76	NOBOF
44	Waveform 1	1	122.060741830	122.232071126	1749.543	2580.575	0.1713	831.033		NOBOF
44	Spectrogram 1	1	122.060741830	122.232071126	1749.543	2580.575	0.1713	831.033	-70.80	NOBOF
46	Waveform 1	1	138.264880648	138.515285004	1705.804	2230.667	0.2504	524.863		NOBOF
46	Spectrogram 1	1	138.264880648	138.515285004	1705.804	2230.667	0.2504	524.863	-72.87	NOBOF
47	Waveform 1	1	139.226960542	139.477364898	1793.281	2361.882	0.2504	568.601		NOBOF
47	Spectrogram 1	1	139.226960542	139.477364898	1793.281	2361.882	0.2504	568.601	-72.75	NOBOF
49	Waveform 1	1	141.085224446	141.296091272	1837.020	2449.360	0.2109	612.340		NOBOF
49	Spectrogram 1	1	141.085224446	141.296091272	1837.020	2449.360	0.2109	612.340	-73.10	NOBOF
50	Waveform 1	1	499.474135967	499.685002793	568.601	1443.373	0.2109	874.771		NOBO
50	Spectrogram 1	1	499.474135967	499.685002793	568.601	1443.373	0.2109	874.771	-63.96	NOBO
